id,student_id,course_name,course_code,course_description,grade,credit_hour,score,created_at
1,1,PHILOSOPHY & CURRENT ISSUES,MPU3112,,CR,2.0,,2025-11-14T17:18:11.674805
2,1,WEB DEVELOPMENT,EC3106,,B-,3.0,,2025-11-14T17:18:11.674810
3,1,BACK-END WEB DEVELOPMENT,EC3374,,A-,3.0,,2025-11-14T17:18:11.674812
4,1,BACK-END WEB DEVELOPMENT,EC3374,,B,3.0,,2025-11-14T17:18:11.674814
5,1,SE PROJECT I,EC3328,,B-,2.0,,2025-11-14T17:18:11.674816
6,1,STRUCTURED PROGRAMMING,EC2104,,CR,3.0,,2025-11-14T17:18:11.674820
7,1,OPERATING SYSTEMS,EC3312,,B,3.0,,2025-11-14T17:18:11.674824
8,1,INFORMATION SYSTEMS,EC2314,,B-,3.0,,2025-11-14T17:18:11.674826
9,1,SE PROJECT I,EC3328,,B-,2.0,,2025-11-14T17:18:11.674827
10,1,SUMMATIVE (COMPUTING PROJECT),EC3320,,B+,4.0,,2025-11-14T17:18:11.674829
11,1,PHILOSOPHY & CURRENT ISSUES,MPU3112,,CR,2.0,,2025-11-14T17:18:11.674830
12,1,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-14T17:18:11.674832
13,1,UNDERSTANDING COMPUTING,EC3100,,B,3.0,,2025-11-14T17:18:11.674833
14,1,INFORMATION SYSTEMS,EC3314,,B,3.0,,2025-11-14T17:18:11.674835
15,1,PRINCIPLES OF MACROECONOMICS,BM2003,,CR,3.0,,2025-11-14T17:18:11.674836
16,1,CALCULUS AND ALGEBRA,EC3107,,B,3.0,,2025-11-14T17:18:11.674837
17,1,BACK-END WEB DEVELOPMENT,EC3374,,B+,3.0,,2025-11-14T17:18:11.674838
18,1,OPERATING SYSTEMS,EC2312,,CR,3.0,,2025-11-14T17:18:11.674840
19,1,PRINCIPLES OF MICROECONOMICS,BM2002,,C,3.0,,2025-11-14T17:18:11.674841
20,1,PRINCIPLES OF MACROECONOMICS,BM2003,,B+,3.0,,2025-11-14T17:18:11.674843
21,1,WEB DEVELOPMENT,EC2106,,B,3.0,,2025-11-14T17:18:11.674844
22,1,SE PROJECT I,EC3328,,A-,2.0,,2025-11-14T17:18:11.674845
23,1,COMPUTER ORGANISATION,EC3103,,B-,3.0,,2025-11-14T17:18:11.674847
24,1,OBJECT ORIENTED PROGRAMMING,EC2306,,B,3.0,,2025-11-14T17:18:11.674848
25,1,INFORMATION SYSTEMS,EC3314,,SC,3.0,,2025-11-14T17:18:11.674849
26,1,MACHINE LEARNING,EC3357,,B,3.0,,2025-11-14T17:18:11.674853
27,1,UNDERSTANDING COMPUTING,EC3100,,A-,3.0,,2025-11-14T17:18:11.674854
28,1,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-14T17:18:11.674856
29,1,SE PROJECT I,EC3328,,B,2.0,,2025-11-14T17:18:11.674857
30,1,UNDERSTANDING COMPUTING,EC2100,,B-,3.0,,2025-11-14T17:18:11.674858
31,1,OPERATING SYSTEMS,EC3312,,B,3.0,,2025-11-14T17:18:11.674860
32,1,SE PROJECT I,EC3328,,A+,2.0,,2025-11-14T17:18:11.674861
33,1,OBJECT ORIENTED PROGRAMMING,EC2306,,C,3.0,,2025-11-14T17:18:11.674862
34,1,UNDERSTANDING COMPUTING,EC2100,,B+,3.0,,2025-11-14T17:18:11.674864
35,1,COMPUTER ORGANISATION,EC3103,,A-,3.0,,2025-11-14T17:18:11.674865
36,1,MACHINE LEARNING,EC3357,,D,3.0,,2025-11-14T17:18:11.674866
37,1,OPERATING SYSTEMS,EC3312,,A,3.0,,2025-11-14T17:18:11.674868
38,1,INFORMATION SYSTEMS,EC2314,,D+,3.0,,2025-11-14T17:18:11.674869
39,1,PRINCIPLES OF MICROECONOMICS,BM2002,,B+,3.0,,2025-11-14T17:18:11.674870
40,1,PRINCIPLES OF MACROECONOMICS,BM2003,,C+,3.0,,2025-11-14T17:18:11.674872
41,1,BACK-END WEB DEVELOPMENT,EC3374,,C,3.0,,2025-11-14T17:18:11.674873
42,1,COMPUTER ORGANISATION,EC2103,,CR,3.0,,2025-11-14T17:18:11.674875
43,2,DATABASE DEVELOPMENT,EC2310,,B,3.0,,2025-11-14T17:18:11.674995
44,2,INFORMATION SYSTEMS,EC2314,,B,3.0,,2025-11-14T17:18:11.674997
45,2,MACHINE LEARNING,EC2357,,B,3.0,,2025-11-14T17:18:11.675001
46,2,CALCULUS AND ALGEBRA,EC2107,,B+,3.0,,2025-11-14T17:18:11.675005
47,2,OPERATING SYSTEMS,EC2312,,A+,3.0,,2025-11-14T17:18:11.675006
48,2,BACK-END WEB DEVELOPMENT,EC2374,,B+,3.0,,2025-11-14T17:18:11.675008
49,2,BASIC BUSINESS ADMINISTRATION,BM2001,,A,3.0,,2025-11-14T17:18:11.675009
50,2,PRINCIPLES OF MICROECONOMICS,BM2002,,B+,3.0,,2025-11-14T17:18:11.675010
51,2,PRINCIPLES OF MICROECONOMICS,BM2002,,D+,3.0,,2025-11-14T17:18:11.675012
52,2,PRINCIPLES OF MACROECONOMICS,BM2003,,B,3.0,,2025-11-14T17:18:11.675013
53,2,SE PROJECT II,EC2329,,B+,4.0,,2025-11-14T17:18:11.675014
54,2,COMPUTER ORGANISATION,EC2103,,C+,3.0,,2025-11-14T17:18:11.675016
55,2,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B-,2.0,,2025-11-14T17:18:11.675017
56,2,CALCULUS AND ALGEBRA,EC2107,,C,3.0,,2025-11-14T17:18:11.675019
57,2,WEB DEVELOPMENT,EC2106,,A,3.0,,2025-11-14T17:18:11.675020
58,2,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-14T17:18:11.675022
59,2,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-14T17:18:11.675023
60,2,PRINCIPLES OF MICROECONOMICS,BM2002,,C+,3.0,,2025-11-14T17:18:11.675024
61,2,UNDERSTANDING COMPUTING,EC2100,,A,3.0,,2025-11-14T17:18:11.675026
62,2,OPERATING SYSTEMS,EC2312,,C,3.0,,2025-11-14T17:18:11.675027
63,2,UNDERSTANDING COMPUTING,EC2100,,B+,3.0,,2025-11-14T17:18:11.675028
64,2,WEB DEVELOPMENT,EC2106,,B-,3.0,,2025-11-14T17:18:11.675029
65,2,COMPUTER ORGANISATION,EC2103,,B,3.0,,2025-11-14T17:18:11.675033
66,2,OBJECT ORIENTED PROGRAMMING,EC2306,,B,3.0,,2025-11-14T17:18:11.675035
67,2,PRINCIPLES OF MACROECONOMICS,BM2003,,B,3.0,,2025-11-14T17:18:11.675036
68,2,PRINCIPLES OF MICROECONOMICS,BM2002,,C+,3.0,,2025-11-14T17:18:11.675037
69,2,BACK-END WEB DEVELOPMENT,EC2374,,D+,3.0,,2025-11-14T17:18:11.675039
70,2,PRINCIPLES OF MACROECONOMICS,BM2003,,D,3.0,,2025-11-14T17:18:11.675040
71,3,STRUCTURED PROGRAMMING,EC3104,,CR,3.0,,2025-11-14T17:18:11.675405
72,3,OBJECT ORIENTED PROGRAMMING,EC2306,,C,3.0,,2025-11-14T17:18:11.675407
73,3,BACK-END WEB DEVELOPMENT,EC3374,,C+,3.0,,2025-11-14T17:18:11.675408
74,3,SE PROJECT II,EC3329,,A-,4.0,,2025-11-14T17:18:11.675409
75,3,DATABASE DEVELOPMENT,EC3310,,A+,3.0,,2025-11-14T17:18:11.675410
76,3,OPERATING SYSTEMS,EC3312,,B-,3.0,,2025-11-14T17:18:11.675411
77,3,MACHINE LEARNING,EC3357,,D,3.0,,2025-11-14T17:18:11.675412
78,3,MACHINE LEARNING,EC3357,,A-,3.0,,2025-11-14T17:18:11.675414
79,3,MACHINE LEARNING,EC3357,,A,3.0,,2025-11-14T17:18:11.675415
80,3,STRUCTURED PROGRAMMING,EC3104,,A,3.0,,2025-11-14T17:18:11.675416
81,3,SUMMATIVE (COMPUTING PROJECT),EC3320,,D,4.0,,2025-11-14T17:18:11.675417
82,3,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-14T17:18:11.675418
83,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B-,2.0,,2025-11-14T17:18:11.675419
84,3,WEB DEVELOPMENT,EC2106,,B+,3.0,,2025-11-14T17:18:11.675420
85,3,COMPUTER ORGANISATION,EC2103,,B+,3.0,,2025-11-14T17:18:11.675424
86,3,PRINCIPLES OF MACROECONOMICS,BM2003,,A+,3.0,,2025-11-14T17:18:11.675425
87,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,CR,2.0,,2025-11-14T17:18:11.675426
88,3,WEB DEVELOPMENT,EC2106,,A,3.0,,2025-11-14T17:18:11.675427
89,3,PRINCIPLES OF MACROECONOMICS,BM2003,,D+,3.0,,2025-11-14T17:18:11.675428
90,3,SE PROJECT I,EC3328,,D+,2.0,,2025-11-14T17:18:11.675429
91,3,DATABASE DEVELOPMENT,EC2310,,CR,3.0,,2025-11-14T17:18:11.675430
92,3,BASIC BUSINESS ADMINISTRATION,BM2001,,C+,3.0,,2025-11-14T17:18:11.675431
93,3,UNDERSTANDING COMPUTING,EC2100,,CR,3.0,,2025-11-14T17:18:11.675432
94,3,UNDERSTANDING COMPUTING,EC2100,,A-,3.0,,2025-11-14T17:18:11.675436
95,3,OPERATING SYSTEMS,EC3312,,B-,3.0,,2025-11-14T17:18:11.675437
96,3,OBJECT ORIENTED PROGRAMMING,EC2306,,B+,3.0,,2025-11-14T17:18:11.675438
97,3,PRINCIPLES OF MICROECONOMICS,BM2002,,A,3.0,,2025-11-14T17:18:11.675439
98,3,PRINCIPLES OF MICROECONOMICS,BM2002,,A+,3.0,,2025-11-14T17:18:11.675440
99,3,OBJECT ORIENTED PROGRAMMING,EC3306,,B,3.0,,2025-11-14T17:18:11.675441
100,3,DATA COMM AND NETWORKING,EC2321,,A,3.0,,2025-11-14T17:18:11.675442
101,3,COMPUTER ORGANISATION,EC2103,,D+,3.0,,2025-11-14T17:18:11.675443
102,3,COMPUTER ORGANISATION,EC3103,,A+,3.0,,2025-11-14T17:18:11.675444
103,3,INFORMATION SYSTEMS,EC2314,,C,3.0,,2025-11-14T17:18:11.675445
104,3,WEB DEVELOPMENT,EC2106,,C+,3.0,,2025-11-14T17:18:11.675448
105,3,BACK-END WEB DEVELOPMENT,EC3374,,D+,3.0,,2025-11-14T17:18:11.675449
106,3,DATA COMM AND NETWORKING,EC2321,,C+,3.0,,2025-11-14T17:18:11.675451
107,3,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-14T17:18:11.675452
108,3,DATA COMM AND NETWORKING,EC3321,,C+,3.0,,2025-11-14T17:18:11.675453
109,3,OPERATING SYSTEMS,EC2312,,B,3.0,,2025-11-14T17:18:11.675454
110,3,OBJECT ORIENTED PROGRAMMING,EC3306,,C+,3.0,,2025-11-14T17:18:11.675455
111,3,SUMMATIVE (COMPUTING PROJECT),EC2320,,CR,4.0,,2025-11-14T17:18:11.675456
112,3,SE PROJECT I,EC3328,,B,2.0,,2025-11-14T17:18:11.675457
113,3,CALCULUS AND ALGEBRA,EC3107,,A-,3.0,,2025-11-14T17:18:11.675458
114,3,OPERATING SYSTEMS,EC3312,,A,3.0,,2025-11-14T17:18:11.675459
115,3,OBJECT ORIENTED PROGRAMMING,EC3306,,B,3.0,,2025-11-14T17:18:11.675460
116,3,BACK-END WEB DEVELOPMENT,EC3374,,B,3.0,,2025-11-14T17:18:11.675461
117,3,BASIC BUSINESS ADMINISTRATION,BM2001,,A,3.0,,2025-11-14T17:18:11.675462
118,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,F,2.0,,2025-11-14T17:18:11.675463
119,3,UNDERSTANDING COMPUTING,EC2100,,B,3.0,,2025-11-14T17:18:11.675464
120,3,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-14T17:18:11.675465
121,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,CR,2.0,,2025-11-14T17:18:11.675467
122,3,DATA COMM AND NETWORKING,EC3321,,D,3.0,,2025-11-14T17:18:11.675468
123,3,INFORMATION SYSTEMS,EC3314,,F,3.0,,2025-11-14T17:18:11.675469
124,3,OPERATING SYSTEMS,EC2312,,CR,3.0,,2025-11-14T17:18:11.675471
125,3,DATABASE DEVELOPMENT,EC2310,,C+,3.0,,2025-11-14T17:18:11.675473
126,4,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B+,2.0,,2025-11-14T17:18:11.675605
127,4,BASIC BUSINESS ADMINISTRATION,BM2001,,CR,3.0,,2025-11-14T17:18:11.675607
128,4,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B-,2.0,,2025-11-14T17:18:11.675608
129,4,SE PROJECT I,EC3328,,B,2.0,,2025-11-14T17:18:11.675609
130,4,WEB DEVELOPMENT,EC2106,,C,3.0,,2025-11-14T17:18:11.675611
131,4,PRINCIPLES OF MACROECONOMICS,BM2003,,B+,3.0,,2025-11-14T17:18:11.675612
132,4,OPERATING SYSTEMS,EC3312,,F,3.0,,2025-11-14T17:18:11.675613
133,4,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-14T17:18:11.675614
134,4,BASIC BUSINESS ADMINISTRATION,BM2001,,A+,3.0,,2025-11-14T17:18:11.675615
135,4,PRINCIPLES OF MACROECONOMICS,BM2003,,B,3.0,,2025-11-14T17:18:11.675616
136,4,SUMMATIVE (COMPUTING PROJECT),EC3320,,B+,4.0,,2025-11-14T17:18:11.675617
137,4,BASIC BUSINESS ADMINISTRATION,BM2001,,D,3.0,,2025-11-14T17:18:11.675619
138,4,UNDERSTANDING COMPUTING,EC2100,,B+,3.0,,2025-11-14T17:18:11.675620
139,4,PRINCIPLES OF MICROECONOMICS,BM2002,,B-,3.0,,2025-11-14T17:18:11.675621
140,4,UNDERSTANDING COMPUTING,EC3100,,C,3.0,,2025-11-14T17:18:11.675622
141,4,MACHINE LEARNING,EC3357,,CR,3.0,,2025-11-14T17:18:11.675623
142,4,OPERATING SYSTEMS,EC2312,,D,3.0,,2025-11-14T17:18:11.675624
